timestamp,region,host,protocol,url,rtt_ms,download_time_sec,status
2026-05-31T11:19:29,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,96,5.158772,success
2026-05-31T11:19:50,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,138,17.862073,success
2026-05-31T11:20:04,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,138,13.948946,success
2026-05-31T11:20:19,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,138,15.215769,success
2026-05-31T11:30:31,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,69,8.503884,success
2026-05-31T11:30:40,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,69,9.031714,success
2026-05-31T11:30:48,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,69,7.522483,success
2026-05-31T11:31:00,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,144,8.892869,success
2026-05-31T11:31:05,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,144,5.284445,success
2026-05-31T11:31:13,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,144,7.576443,success
2026-05-31T11:31:33,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,165,16.294599,success
2026-05-31T11:31:48,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,165,15.547406,success
2026-05-31T11:32:03,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,165,14.927412,success
2026-05-31T11:42:18,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,79,10.942429,success
2026-05-31T11:42:27,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,79,8.941406,success
2026-05-31T11:42:35,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,79,8.034181,success
2026-05-31T11:42:43,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,82,4.772412,success
2026-05-31T11:42:49,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,82,5.705144,success
2026-05-31T11:42:53,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,82,4.280485,success
2026-05-31T11:43:15,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,137,18.386868,success
2026-05-31T11:43:29,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,137,14.474821,success
2026-05-31T11:43:43,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,137,14.054300,success
2026-05-31T11:53:53,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,72,6.341013,success
2026-05-31T11:54:01,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,72,8.033998,success
2026-05-31T11:54:10,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,72,8.541734,success
2026-05-31T11:54:17,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,83,4.587823,success
2026-05-31T11:54:22,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,83,4.209117,success
2026-05-31T11:54:26,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,83,4.314269,success
2026-05-31T11:54:42,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,136,12.844060,success
2026-05-31T11:54:58,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,136,15.774498,success
2026-05-31T11:55:12,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,136,13.979705,success
2026-05-31T12:05:24,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,70,9.178508,success
2026-05-31T12:05:32,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,70,7.789998,success
2026-05-31T12:05:41,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,70,8.768791,success
2026-05-31T12:05:52,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,152,7.442435,success
2026-05-31T12:05:58,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,152,5.584116,success
2026-05-31T12:06:03,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,152,5.475031,success
2026-05-31T12:06:28,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,219,21.201307,success
2026-05-31T12:06:58,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,219,30.420817,success
2026-05-31T12:07:22,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,219,23.734517,success
